IATA,ICAO,Name,Country,City
OST,EBOS,Ostend–Bruges International Airport,Belgium,Ostend / Bruges
OSU,KOSU,Ohio State University Airport,United States,"Columbus, Ohio"
OSW,UWOR,Orsk Airport,Russia,"Orsk, Orenburg Oblast"
OSX,KOSX,Kosciusko-Attala County Airport,United States,"Kosciusko, Mississippi"
OSY,ENNM,"Namsos Airport, Høknesøra",Norway,Namsos
OSZ,EPKZ,Koszalin-Zegrze Pomorskie Airport,Poland,Koszalin
OTA,,Mota Airport,Ethiopia,Mota
OTC,FTTL,Bol-Bérim Airport,Chad,Bol
OTD,,Contadora Airport,Panama,Contadora Island
OTG,KOTG,Worthington Municipal Airport,United States,"Worthington, Minnesota"
OTH,KOTH,Southwest Oregon Regional Airport,United States,"North Bend, Oregon"
OTI,WAMR,Pitu Airport,Indonesia,Morotai Island
OTJ,FYOW,Otjiwarongo Airport,Namibia,Otjiwarongo
OTK,KTMK,Tillamook Airport,United States,"Tillamook, Oregon"
OTL,GQNB,Boutilimit Airport,Mauritania,Boutilimit
OTM,KOTM,Ottumwa Regional Airport,United States,"Ottumwa, Iowa"
OTN,,Ed-Air Airport ,United States,"Oaktown, Indiana"
OTP,LROP,Henri Coandă International Airport,Romania,Bucharest
OTR,MRCC,Coto 47 Airport,Costa Rica,Coto 47
OTS,,Anacortes Airport ,United States,"Anacortes, Washington"
OTT,,Andre Maggi Airport,Brazil,"Cotriguaçu, Mato Grosso"
OTU,SKOT,Otú Airport,Colombia,Remedios
OTV,AGGQ,Ontong Java Airport,Solomon Islands,Ontong Java Atoll
OTY,,Oria Airport,Papua New Guinea,Oria
OTZ,PAOT,Ralph Wien Memorial Airport,United States,"Kotzebue, Alaska"
OUA,DFFD,Ouagadougou Airport,Burkina Faso,Ouagadougou
OUD,GMFO,Angads Airport,Morocco,Oujda
OUE,FCOU,Ouésso Airport,Republic of the Congo,Ouésso
OUG,DFCC,Ouahigouya Airport,Burkina Faso,Ouahigouya
OUH,FAOH,Oudtshoorn Airport,South Africa,Oudtshoorn
OUK,,Out Skerries Airport,United Kingdom,"Out Skerries, Scotland"
OUL,EFOU,Oulu Airport,Finland,Oulu
OUM,,Oum Hadjer Airport,Chad,Oum Hadjer
OUN,KOUN,University of Oklahoma Westheimer Airport (Max Westheimer Airport),United States,"Norman, Oklahoma"
OUR,FKKI,Batouri Airport,Cameroon,Batouri
OUS,SDOU,Jornalista Benedito Pimentel–Ourinhos State Airport,Brazil,"Ourinhos, São Paulo"
OUT,FTTS,Bousso Airport,Chad,Bousso
OUU,,Ouanga Airport,Gabon,Ouanga
OUZ,GQPZ,Tazadit Airport,Mauritania,Zouerate
OVA,FMSL,Bekily Airport,Madagascar,Bekily
OVB,UNNT,Tolmachevo Airport,Russia,"Novosibirsk, Novosibirsk Oblast"
OVD,LEAS,Asturias Airport (Oviedo Airport),Spain,"Oviedo, Asturias"
OVE,KOVE,Oroville Municipal Airport,United States,"Oroville, California"
OVG,FAOB,Air Force Base Overberg,South Africa,Bredasdorp
OVL,SCOV,El Tuqui Airport,Chile,Ovalle
OVR,SAZF,Olavarría Airport,Argentina,"Olavarría, Buenos Aires"
OVS,USHS,Sovetsky Airport,Russia,"Sovetsky, Khanty-Mansi Autonomous Okrug"
OWA,KOWA,Owatonna Degner Regional Airport,United States,"Owatonna, Minnesota"
OWB,KOWB,Owensboro–Daviess County Airport,United States,"Owensboro, Kentucky"
OWD,KOWD,Norwood Memorial Airport,United States,"Norwood, Massachusetts"
OWE,,Owendo Airport,Gabon,Owendo
OWK,KOWK,Central Maine Airport of Norridgewock,United States,"Norridgewock, Maine"
OXB,GGOV,Osvaldo Vieira International Airport,Guinea-Bissau,Bissau
OXC,KOXC,Waterbury–Oxford Airport,United States,"Oxford, Connecticut"
OXD,KOXD,Miami University Airport,United States,"Oxford, Ohio"
OXF,EGTK,Oxford Airport (London Oxford Airport),United Kingdom,"Oxford, England"
OXO,,Orientos Airport,Australia,"Orientos, Queensland"
OXR,KOXR,Oxnard Airport,United States,"Oxnard, California"
OXY,YMNY,Morney Airport,Australia,"Morney, Queensland"
OYA,SATG,Goya Airport,Argentina,"Goya, Corrientes"
OYE,FOGO,Oyem Airport,Gabon,Oyem
OYG,,Moyo Airport,Uganda,Moyo Town
OYK,SBOI,Oiapoque Airport,Brazil,"Oiapoque, Amapá"
OYL,HKMY,Moyale Airport,Kenya,Moyale
OYN,YOUY,Ouyen Airport,Australia,"Ouyen, Victoria"
OYO,SAZH,Tres Arroyos Airport,Argentina,"Tres Arroyos, Buenos Aires"
OYP,SOOG,Saint-Georges-de-l'Oyapock Airport,French Guiana,Saint-Georges-de-l'Oyapock
OZA,KOZA,Ozona Municipal Airport,United States,"Ozona, Texas"
OZC,RPMO,Labo Airport,Philippines,Ozamiz
OZG,GMAZ,Zagora Airport,Morocco,Zagora
OZH,UKDE,Zaporizhzhia International Airport,Ukraine,Zaporizhzhia
OZP,LEMO,Morón Air Base,Spain,"Morón de la Frontera, Andalusia"
OZR,KOZR,Cairns Army Airfield,United States,"Fort Rucker / Ozark, Alabama"
OZZ,GMMZ,Ouarzazate Airport,Morocco,Ouarzazate
PAA,VYPA,Hpa-An Airport,Myanmar,Hpa-An
PAB,VEBU,Bilaspur Airport,India,"Bilaspur, Chhattisgarh"
PAC,MPMG,"Albrook ""Marcos A. Gelabert"" International Airport",Panama,Panama City
PAD,EDLP,Paderborn Lippstadt Airport,Germany,"Paderborn / Lippstadt, North Rhine-Westphalia"
PAE,KPAE,Paine Field (Snohomish County Airport),United States,"Everett, Washington"
PAF,HUPA,Pakuba Airfield,Uganda,Pakuba
PAG,RPMP,Pagadian Airport,Philippines,Pagadian
PAH,KPAH,Barkley Regional Airport,United States,"Paducah, Kentucky"
PAJ,OPPC,Parachinar Airport,Pakistan,Parachinar
PAK,PHPA,Port Allen Airport,United States,"Hanapepe, Hawaii"
PAL,SKPQ,Captain Germán Olano Moreno Air Base,Colombia,Palanquero
PAM,KPAM,Tyndall Air Force Base,United States,"Panama City, Florida"
PAN,VTSK,Pattani Airport,Thailand,Pattani
PAO,KPAO,Palo Alto Airport (Santa Clara County Airport),United States,"Palo Alto, California"
PAP,MTPP,Toussaint L'Ouverture International Airport,Haiti,Port-au-Prince
PAQ,PAAQ,Palmer Municipal Airport,United States,"Palmer, Alaska"
PAR,,metropolitan area1,France,"Paris, Île-de-France"
PAS,LGPA,Paros National Airport,Greece,Paros
PAT,VEPT,Lok Nayak Jayaprakash Airport,India,"Patna, Bihar"
PAU,VYPK,Pauk Airport,Myanmar,Pauk
PAV,SBUF,Paulo Afonso Airport,Brazil,"Paulo Afonso, Bahia"
PAW,,Pambwa Airport,Papua New Guinea,Pambwa
PAX,MTPX,Port-de-Paix Airport,Haiti,Port-de-Paix
PAY,WBKP,Pamol Airport,Malaysia,"Pamol, Sabah"
PAZ,MMPA,El Tajín National Airport,Mexico,"Poza Rica, Veracruz"
PBB,SSPN,Paranaíba Airport,Brazil,"Paranaíba, Mato Grosso do Sul"
PBC,MMPB,Hermanos Serdán International Airport,Mexico,"Puebla City, Puebla"
PBD,VAPR,Porbandar Airport,India,"Porbandar, Gujarat"
PBE,SKPR,Morela Airport,Colombia,Puerto Berrío
PBF,KPBF,Grider Field,United States,"Pine Bluff, Arkansas"
PBG,KPBG,Plattsburgh International Airport,United States,"Plattsburgh, New York"
PBH,VQPR,Paro International Airport,Bhutan,Paro
PBI,KPBI,Palm Beach International Airport,United States,"West Palm Beach, Florida"
PBJ,NVSI,Paama Airport,Vanuatu,Paama
PBL,SVPC,Bartolomé Salom Airport,Venezuela,Puerto Cabello
PBM,SMJP,Johan Adolf Pengel International Airport,Suriname,Paramaribo
PBN,FNPA,Porto Amboim Airport,Angola,Porto Amboim
PBO,YPBO,Paraburdoo Airport,Australia,"Paraburdoo, Western Australia"
PBP,MRIA,Punta Islita Airport,Costa Rica,Punta Islita
PBQ,SWPM,Pimenta Bueno Airport,Brazil,"Pimenta Bueno, Rondônia"
PBR,MGPB,Puerto Barrios Airport,Guatemala,Puerto Barrios
PBT,,Puerto Leda Airport,Paraguay,Puerto Leda
PBU,VYPT,Putao Airport,Myanmar,Putao
PBV,SWPG,Porto dos Gaúchos Airport,Brazil,"Porto dos Gaúchos, Mato Grosso"
PBX,SWPQ,Fazenda Piraguassu Airport,Brazil,"Porto Alegre do Norte, Mato Grosso"
PBZ,FAPG,Plettenberg Bay Airport,South Africa,Plettenberg Bay
PCA,PAOC,Portage Creek Airport ,United States,"Portage Creek, Alaska"
PCB,WIHP,Pondok Cabe Airport,Indonesia,South Tangerang
PCC,,Puerto Rico Airport,Colombia,Puerto Rico
PCD,KPDC,Prairie du Chien Municipal Airport ,United States,"Prairie du Chien, Wisconsin"
PCF,FAPS,Potchefstroom Airport,South Africa,Potchefstroom
PCH,MHPC,Palacios Airport,Honduras,Palacios
PCJ,,Puerto La Victoria Airport,Paraguay,Puerto Casado (La Victoria)
PCL,SPCL,FAP Captain David Abensur Rengifo International Airport,Peru,Pucallpa
PCM,,Playa del Carmen Airport,Mexico,"Playa del Carmen, Quintana Roo"
PCN,NZOK,Picton Aerodrome,New Zealand,Picton
PCO,MMPL,Punta Colorada Airstrip,Mexico,"La Ribera, Baja California Sur"
PCP,FPPR,Príncipe Airport,São Tomé and Príncipe,Príncipe Island
PCQ,,Boun Neua Airport,Laos,Phongsaly
PCR,SKPC,Germán Olano Airport,Colombia,Puerto Carreño
PCS,SNPC,Picos Airport,Brazil,"Picos, Piauí"
PCT,,Princeton Airport ,United States,"Princeton / Rocky Hill, New Jersey"
PCU,,Poplarville-Pearl River County Airport,United States,"Poplarville, Mississippi"
PCV,,Punta Chivato Airstrip,Mexico,"Punta Chivato, Baja California Sur"
PDA,SKPD,Obando Airport,Colombia,Puerto Inírida
PDB,,Pedro Bay Airport ,United States,"Pedro Bay, Alaska"
PDC,NWWQ,Mueo/Nickel Airport,New Caledonia,Mueo
PDD,FQPO,Ponta do Ouro Airport,Mozambique,Ponta do Ouro
PDE,YPDI,Pandie Pandie Airport,Australia,"Pandie Pandie Station, South Australia"
PDF,SIAJ,Faz Taua Airport,Brazil,"Prado, Bahia"
PDG,WIPT,Minangkabau International Airport,Indonesia,Padang
PDI,,Pindiu Airport,Papua New Guinea,Pindiu
PDK,KPDK,DeKalb–Peachtree Airport,United States,"Atlanta, Georgia"
PDL,LPPD,João Paulo II Airport,Portugal,"Ponta Delgada, Azores"
PDM,,Pedasí Airport,Panama,Pedasí
PDN,,Parndana Airport,Australia,"Parndana, South Australia"
PDO,WIPQ,Pendopo Airport,Indonesia,Pendopo
PDP,SULS,Capitán de Corbeta Carlos A. Curbelo International Airport,Uruguay,Punta del Este
PDR,,Presidente Dutra Airport,Brazil,"Presidente Dutra, Maranhão"
PDS,MMPG,Piedras Negras International Airport,Mexico,"Piedras Negras, Coahuila"
PDT,KPDT,Eastern Oregon Regional Airport,United States,"Pendleton, Oregon"
PDU,SUPU,Tydeo Larre Borges International Airport,Uruguay,Paysandú
PDV,LBPD,Plovdiv Airport,Bulgaria,Plovdiv
PDX,KPDX,Portland International Airport,United States,"Portland, Oregon"
PDZ,SVPE,Pedernales Airport,Venezuela,Pedernales
PEA,YPSH,Penneshaw Airport,Australia,"Penneshaw, South Australia"
PEB,,Pebane Airport,Mozambique,Pebane
PEC,,Pelican Seaplane Base,United States,"Pelican, Alaska"
PED,LKPD,Pardubice Airport,Czech Republic,Pardubice
PEE,USPP,Perm International Airport (Bolshoye Savino Airport),Russia,"Perm, Perm Krai"
PEF,EDCP,Peenemünde Airfield,Germany,"Peenemünde, Mecklenburg-Vorpommern"
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,Italy,"Perugia, Umbria"
PEH,SAZP,Comodoro Pedro Zanni Airport,Argentina,"Pehuajó, Buenos Aires"
PEI,SKPE,Matecaña International Airport,Colombia,Pereira
PEK,ZBAA,Beijing Capital International Airport,China,Beijing
PEL,FXPG,Pelaneng Airport,Lesotho,Pelaneng
PEM,SPTU,Padre Aldamiz International Airport,Peru,Puerto Maldonado
PEN,WMKP,Penang International Airport,Malaysia,Penang
PEP,,Peppimenarti Airport,Australia,"Peppimenarti, Northern Territory"
PEQ,KPEQ,Pecos Municipal Airport,United States,"Pecos, Texas"
PER,YPPH,Perth Airport,Australia,"Perth, Western Australia"
PES,ULPB,Petrozavodsk Airport (Besovets Airport),Russia,"Petrozavodsk, Karelia"
PET,SBPK,João Simões Lopes Neto International Airport,Brazil,"Pelotas, Rio Grande do Sul"
PEU,MHPL,Puerto Lempira Airport,Honduras,Puerto Lempira
PEV,LHPP,Pécs-Pogány International Airport,Hungary,Pécs
PEW,OPPS,Bacha Khan International Airport,Pakistan,Peshawar
PEX,UUYP,Pechora Airport,Russia,"Pechora, Komi Republic"
PEY,,Penong Airport,Australia,"Penong, South Australia"
PEZ,UWPP,Penza Airport (Ternovka Airport),Russia,"Penza, Penza Oblast"
PFB,SBPF,Lauro Kurtz Airport,Brazil,"Passo Fundo, Rio Grande do Sul"
PFC,KPFC,Pacific City State Airport,United States,"Pacific City, Oregon"
PFJ,BIPA,Patreksfjörður Airport,Iceland,Patreksfjörður
PFM,,Primrose Aerodrome,Canada,"Wood Buffalo, Alberta"
PFO,LCPH,Paphos International Airport,Cyprus,Paphos
PFQ,OITP,Parsabad-Moghan Airport,Iran,Parsabad
PFR,FZVS,Ilebo Airport,Democratic Republic of the Congo,Ilebo
PGA,KPGA,Page Municipal Airport,United States,"Page, Arizona"
PGB,,Pangoa Airport,Papua New Guinea,Pangoa
PGC,,Grant County Airport ,United States,"Petersburg, West Virginia"
PGD,KPGD,Punta Gorda Airport,United States,"Punta Gorda, Florida"
PGE,,Yegepa Airport,Papua New Guinea,Yegepa
PGF,LFMP,Perpignan–Rivesaltes Airport,France,"Perpignan, Languedoc-Roussillon"
PGH,VIPT,Pantnagar Airport,India,"Pantnagar, Uttarakhand"
PGI,FNCH,Chitato Airport,Angola,Chitato
PGK,WIPK,Depati Amir Airport,Indonesia,Pangkal Pinang (Pangkalpinang)
PGL,KPQL,Trent Lott International Airport ,United States,"Pascagoula, Mississippi"
PGM,,Port Graham Airport,United States,"Port Graham, Alaska"
PGN,,Pangia Airport,Papua New Guinea,Pangia
PGO,KPSO,Stevens Field ,United States,"Pagosa Springs, Colorado"
PGQ,WAEM,Buli Airport,Indonesia,"Buli, North Maluku"
PGR,KPGR,Kirk Field,United States,"Paragould, Arkansas"
PGS,,Grand Canyon Caverns Airport ,United States,"Peach Springs, Arizona"
PGU,OIBP,Persian Gulf Airport,Iran,Asaluyeh (Asaloyeh)
PGV,KPGV,Pitt–Greenville Airport,United States,"Greenville, North Carolina"
PGX,LFBX,Périgueux Bassillac Airport,France,"Périgueux, Aquitaine"
PGZ,SSZW,Comte. Antonio Amilton Beraldo Airport,Brazil,"Ponta Grossa, Paraná"
PHA,VVPR,Phan Rang Air Base,Vietnam,Phan Rang–Tháp Chàm
PHB,SBPB,Parnaíba-Prefeito Dr. João Silva Filho International Airport,Brazil,"Parnaíba, Piauí"
PHC,DNPO,Port Harcourt International Airport,Nigeria,Port Harcourt
PHD,KPHD,Harry Clever Field,United States,"New Philadelphia, Ohio"
PHE,YPPD,Port Hedland International Airport,Australia,"Port Hedland, Western Australia"
PHF,KPHF,Newport News/Williamsburg International Airport,United States,"Newport News / Williamsburg, Virginia"
PHG,,Port Harcourt City Airport,Nigeria,Port Harcourt
PHI,SNYE,Pinheiro Airport,Brazil,"Pinheiro, Maranhão"
PHK,KPHK,Palm Beach County Glades Airport,United States,"Pahokee, Florida"
PHL,KPHL,Philadelphia International Airport,United States,"Philadelphia, Pennsylvania"
PHN,KPHN,St. Clair County International Airport,United States,"Port Huron, Michigan"
PHO,PAPO,Point Hope Airport,United States,"Point Hope, Alaska"
PHP,KPHP,Philip Airport,United States,"Philip, South Dakota"
PHQ,YTMO,The Monument Airport,Australia,"Phosphate Hill, Queensland"
PHR,NFND,Pacific Harbour Airport,Fiji,Pacific Harbour
PHS,VTPP,Phitsanulok Airport,Thailand,Phitsanulok
PHT,KPHT,Henry County Airport,United States,"Paris, Tennessee"
PHW,FAPH,Hendrik Van Eck Airport,South Africa,Phalaborwa
PHX,KPHX,Phoenix Sky Harbor International Airport,United States,"Phoenix, Arizona"
PHY,VTPB,Phetchabun Airport,Thailand,Phetchabun
PIA,KPIA,General Wayne A. Downing Peoria International Airport,United States,"Peoria, Illinois"
PIB,KPIB,Hattiesburg–Laurel Regional Airport,United States,"Hattiesburg / Laurel, Mississippi"
PIC,MBPI,Pine Cay Airport,British Overseas Territory of Turks and Caicos Islands,Pine Cay
PIE,KPIE,St. Pete–Clearwater International Airport,United States,St. Petersburg / Clearwater
PIF,RCDC,Pingtung South Airport,Taiwan,Pingtung City
PIH,KPIH,Pocatello Regional Airport,United States,"Pocatello, Idaho"
PIK,EGPK,Glasgow Prestwick Airport,United Kingdom,"Glasgow, Scotland"
PIL,SGPI,Carlos Miguel Jiménez Airport,Paraguay,Pilar
PIM,KPIM,Harris County Airport,United States,"Pine Mountain, Georgia"
PIN,SWPI,Júlio Belém Airport,Brazil,"Parintins, Amazonas"
PIO,SPSO,Capitán FAP Renán Elías Olivera Airport,Peru,Pisco
PIP,PAPN,Pilot Point Airport ,United States,"Pilot Point, Alaska"
PIQ,,Pipillipai Airport,Guyana,Pipillipai
PIR,KPIR,Pierre Regional Airport,United States,"Pierre, South Dakota"
PIS,LFBI,Poitiers–Biard Airport,France,"Poitiers, Poitou-Charentes"
PIT,KPIT,Pittsburgh International Airport,United States,"Pittsburgh, Pennsylvania"
PIU,SPUR,FAP Captain Guillermo Concha Iberico International Airport,Peru,Piura
PIV,SNPX,Pirapora Airport,Brazil,"Pirapora, Minas Gerais"
PIW,CZMN,Pikwitonei Airport,Canada,"Pikwitonei, Manitoba"
PIX,LPPI,Pico Airport,Portugal,"Pico Island, Azores"
PIZ,PPIZ,Point Lay LRRS Airport,United States,"Point Lay, Alaska"
PJA,ESUP,Pajala Airport,Sweden,Pajala
PJB,KPAN,Payson Airport ,United States,"Payson, Arizona"
PJC,SGPJ,Dr. Augusto Roberto Fuster International Airport,Paraguay,Pedro Juan Caballero
PJG,OPPG,Panjgur Airport,Pakistan,Panjgur
PJM,MRPJ,Puerto Jiménez Airport,Costa Rica,Puerto Jiménez
PKA,PAPK,Napaskiak Airport,United States,"Napaskiak, Alaska"
PKB,KPKB,Mid-Ohio Valley Regional Airport,United States,"Parkersburg, West Virginia"
PKC,UHPP,Petropavlovsk-Kamchatsky Airport (Yelizovo Airport),Russia,"Petropavlovsk-Kamchatsky, Kamchatka Krai"
PKD,KPKD,Park Rapids Municipal Airport (Konshok Field),United States,"Park Rapids, Minnesota"
PKE,YPKS,Parkes Airport,Australia,"Parkes, New South Wales"
PKF,KPKF,Park Falls Municipal Airport,United States,"Park Falls, Wisconsin"
PKG,WMPA,Pangkor Airport,Malaysia,"Pangkor Island, Perak"
PKH,LGHL,Porto Cheli Airport,Greece,Porto Cheli (Portochelion)
PKJ,MGPG,Playa Grande Airport,Guatemala,Playa Grande
PKK,VYPU,Pakokku Airport,Myanmar,Pakokku
PKM,,Port Kaituma Airstrip,Guyana,Port Kaituma
PKN,WAOI,Iskandar Airport,Indonesia,Pangkalan Bun (Pangkalanbuun)
PKO,DBBP,Parakou Airport,Benin,Parakou
PKP,NTGP,Puka-Puka Airport,French Polynesia,"Puka-Puka, Tuamotus"
PKR,VNPK,Pokhara Airport,Nepal,Pokhara
PKT,YKPT,Port Keats Airfield,Australia,"Wadeye (Port Keats), Northern Territory"
PKU,WIBB,Sultan Syarif Kasim II International Airport,Indonesia,Pekanbaru
PKV,ULOO,Pskov Airport,Russia,"Pskov, Pskov Oblast"
PKW,FBSP,Selebi-Phikwe Airport,Botswana,Selebi-Phikwe
PKX,ZBAD,Beijing Daxing International Airport,China,Beijing
PKY,WAGG,Tjilik Riwut Airport,Indonesia,Palangkaraya
PKZ,VLPS,Pakse International Airport,Laos,Pakse
PLA,,Planadas Airport,Colombia,Planadas
PLC,,Planeta Rica Airport,Colombia,Planeta Rica
PLD,MRCR,Carrillo Airport,Costa Rica,Sámara / Puerto Carrillo
PLE,,Paiela Airport,Papua New Guinea,Paiela
PLF,FTTP,Pala Airport,Chad,Pala
PLH,EGHD,Plymouth City Airport,United Kingdom,"Plymouth, England"
PLI,,Palm Island Airport,Saint Vincent and the Grenadines,Palm Island
PLJ,,Placencia Airport,Belize,Placencia
PLK,KPLK,M. Graham Clark Downtown Airport,United States,"Point Lookout, Missouri"
PLL,SBMN,Manaus Air Force Base,Brazil,"Manaus, Amazonas"
PLM,WIPP,Sultan Mahmud Badaruddin II International Airport,Indonesia,Palembang
PLN,KPLN,Pellston Regional Airport (Emmet County),United States,"Pellston, Michigan"
PLO,YPLC,Port Lincoln Airport,Australia,"Port Lincoln, South Australia"
PLP,MPLP,Captain Ramon Xatruch Airport,Panama,La Palma
PLQ,EYPA,Palanga International Airport,Lithuania,Palanga
PLR,KPLR,St. Clair County Airport,United States,"Pell City, Alabama"
PLS,MBPV,Providenciales International Airport,British Overseas Territory of Turks and Caicos Islands,Providenciales
PLT,SKPL,Plato Airport,Colombia,Plato
PLU,SBBH,Belo Horizonte/Pampulha – Carlos Drummond de Andrade Airport,Brazil,"Belo Horizonte, Minas Gerais"
PLV,UKHP,Poltava Airport,Ukraine,Poltava
PLW,WAFF,Mutiara Airport,Indonesia,Palu
PLX,UASS,Semey Airport,Kazakhstan,Semey
PLY,,Plymouth Municipal Airport ,United States,"Plymouth, Indiana"
PLZ,FAPE,Port Elizabeth Airport,South Africa,Port Elizabeth
PMA,HTPE,Pemba Airport,Tanzania,Pemba Island
PMB,KPMB,Pembina Municipal Airport,United States,"Pembina, North Dakota"
PMC,SCTE,El Tepual Airport,Chile,Puerto Montt
PMD,KPMD,Palmdale Regional Airport,United States,"Palmdale, California"
PMF,LIMP,Parma Airport (Giuseppe Verdi Airport),Italy,"Parma, Emilia-Romagna"
PMG,SBPP,Ponta Porã International Airport,Brazil,"Ponta Porã, Mato Grosso do Sul"
PMH,KPMH,Greater Portsmouth Regional Airport,United States,"Portsmouth, Ohio"
PMI,LEPA,Palma de Mallorca Airport,Spain,"Palma de Mallorca, Balearic Islands"
PMK,YPAM,Palm Island Airport,Australia,"Palm Island, Queensland"
PML,PAAL,Port Moller Airport ,United States,"Cold Bay, Alaska"
PMN,,Pumani Airport,Papua New Guinea,Pumani
PMO,LICJ,Falcone–Borsellino Airport (Punta Raisi Airport),Italy,"Palermo, Sicily"
PMP,,Pimaga Airport,Papua New Guinea,Pimaga
PMQ,SAWP,Perito Moreno Airport,Argentina,"Perito Moreno, Santa Cruz"
PMR,NZPM,Palmerston North Airport,New Zealand,Palmerston North
PMS,OSPR,Palmyra Airport,Syria,Palmyra (Tadmur)
PMT,,Paramakatoi Airstrip,Guyana,Paramakatoi
PMV,SVMG,Santiago Mariño Caribbean International Airport,Venezuela,Porlamar
PMW,SBPJ,Palmas–Brigadeiro Lysias Rodrigues Airport,Brazil,"Palmas, Tocantins"
PMX,,Metropolitan Airport,United States,"Palmer, Massachusetts"
PMY,SAVY,El Tehuelche Airport,Argentina,"Puerto Madryn, Chubut"
PMZ,MRPM,Palmar Sur Airport,Costa Rica,Palmar Sur
PNA,LEPP,Pamplona Airport,Spain,"Pamplona, Navarre"
PNB,SBPN,Porto Nacional Airport,Brazil,"Porto Nacional, Tocantins"
PNC,KPNC,Ponca City Regional Airport,United States,"Ponca City, Oklahoma"
PND,,Punta Gorda Airport,Belize,Punta Gorda
PNE,KPNE,Northeast Philadelphia Airport,United States,"Philadelphia, Pennsylvania"
PNG,SSPG,Santos Dumont Airport,Brazil,"Paranaguá, Paraná"
PNH,VDPP,Phnom Penh International Airport,Cambodia,Phnom Penh
PNI,PTPN,Pohnpei International Airport,Federated States of Micronesia,Pohnpei
PNJ,,Penglai Shahekou Airport,China,"Penglai, Shandong"
PNK,WIOO,Supadio Airport,Indonesia,Pontianak
PNL,LICG,Pantelleria Airport,Italy,"Pantelleria, Sicily"
PNN,KPNN,Princeton Municipal Airport,United States,"Princeton, Maine"
PNP,AYGR,Girua Airport,Papua New Guinea,Popondetta
PNQ,VAPO,Pune Airport,India,"Pune, Maharashtra"
PNR,FCPP,Pointe Noire Airport,Republic of the Congo,Pointe-Noire
PNS,KPNS,Pensacola International Airport,United States,"Pensacola, Florida"
PNT,SCNT,Teniente Julio Gallardo Airport,Chile,Puerto Natales
PNU,,Panguitch Municipal Airport ,United States,"Panguitch, Utah"
PNV,EYPP,Panevėžys Air Base,Lithuania,Panevėžys
PNX,KGYI,North Texas Regional Airport ,United States,"Sherman / Denison, Texas"
PNY,VOTY,Puducherry Airport,India,"Pondicherry, Puducherry"
PNZ,SBPL,Senador Nilo Coelho Airport,Brazil,"Petrolina, Pernambuco"
POA,SBPA,Salgado Filho International Airport,Brazil,"Porto Alegre, Rio Grande do Sul"
POB,KPOB,Pope Field (Pope AFB),United States,"Fort Bragg, North Carolina"
POC,KPOC,Brackett Field,United States,"La Verne, California"
POD,GOSP,Podor Airport,Senegal,Podor
POE,KPOE,Polk Army Airfield,United States,"Fort Polk, Louisiana"
POF,KPOF,Poplar Bluff Municipal Airport,United States,"Poplar Bluff, Missouri"
